item_id,baseline_similarity,final_similarity,delta_similarity,auc_similarity,linear_slope,linear_slope_early,half_life_episode,half_life_censored,cross_sim_lt_0_80,cross_sim_lt_0_70,semantic_diversity,sentence_count,word_count
48,0.49976643921336983,0.46989768922938846,-0.02986874998398137,0.5412193206349974,-0.0020560337714241373,-0.014288145653664968,2.0,False,0.0,0.0,0.6686242949026482,5,35
49,0.6968500198811293,0.7421654020449293,0.045315382163800044,0.6986358966359452,0.00146650921327689,0.02077483593012103,0.0,False,0.0,0.0,0.5488410202921097,5,43
50,0.8611088055702691,0.5958584547042847,-0.2652503508659845,0.7309974836744689,-0.0120971349529986,-0.08840488775179492,1.0,False,1.0,1.0,0.6979718074629856,5,42
51,0.7677228450775146,0.7410521661608134,-0.026670678916701274,0.7941160192470114,-0.006860686133343091,-0.00980562063647417,3.0,False,0.0,,0.7470824749683456,5,41
52,0.8026290653569078,0.725538432598114,-0.0770906327587938,0.8364618514832665,-0.007877948244772476,0.014446979756987355,8.0,False,7.0,,0.7094071546762486,5,53
53,0.8131729606739573,0.6972745656967163,-0.11589839497724097,0.7053490904078648,-0.013648030784076469,-0.07260554563855824,2.0,False,2.0,2.0,0.7206605745156163,5,64
54,0.3312808573246002,0.361456730278926,0.030175872954325778,0.34140353610694685,0.0038521265210625663,-0.00837053464250053,0.0,False,0.0,0.0,0.6659226524713968,5,49
55,0.868279985682965,0.8231046690407213,-0.045175316642243724,0.8423027487637913,-0.00994349923084253,0.003392448139132111,4.0,False,5.0,,0.6256655414870721,5,46
56,0.7533774004393045,0.7809019917518497,0.027524591312545255,0.7566982378523233,0.006258110262166735,0.010241355328559843,0.0,False,0.0,1.0,0.7045309276428007,5,31
57,0.8660331884642372,0.7296194055563038,-0.13641378290793338,0.7816482948736215,-0.026668860730771505,-0.006203525613376331,5.0,False,5.0,5.0,0.6417999951699427,5,46
58,0.7195138335227966,0.7389428459967892,0.019429012473992535,0.7931718522055589,0.0005924394941250375,0.017675819285336222,0.0,False,0.0,,0.5086092647895093,5,44
59,0.7522155790200498,0.6666906476020813,-0.08552493141796846,0.6848095638746367,-0.01541400144241096,-0.006717531015361869,4.0,False,0.0,4.0,0.7069109425441885,5,45
60,0.9030763776027081,0.9168276786804199,0.01375130107771183,0.8903895373075829,0.0020509025119278272,-0.027805801359502235,0.0,False,,,0.5446047753919968,5,39
61,0.7869100101643809,0.752654626807296,-0.03425538335708489,0.7699743602566829,0.002183320630612593,-0.027014647844057695,2.0,False,0.0,2.0,0.5529827157361851,5,36
62,0.9077044670405683,0.9232234909071635,0.015519023866595205,0.905004016057227,-0.006945461069393245,0.001997526589013672,0.0,False,,,0.5893744742772723,5,43
63,0.8983882605068855,0.6829816117568293,-0.21540664875005622,0.8278244431732229,-0.012303222719673688,-0.014768649027863321,6.0,False,6.0,8.0,0.6977374556398472,5,44
64,0.8566226448641646,0.6134423613548279,-0.24318028350933674,0.7366368117821043,-0.02625225541344243,-0.040235676945043604,2.0,False,2.0,2.0,0.6350477256983458,5,39
65,0.8992625595018261,0.7767237291767449,-0.12253883032508117,0.8023620076650586,-0.00766669833678321,-0.04259663158131174,2.0,False,3.0,4.0,0.6512878171154532,5,40
66,0.9101902788990919,0.864133886345262,-0.04605639255382987,0.7810074282908481,-0.007329959984428485,-0.04614784958966794,1.0,False,1.0,,0.7734190628150657,5,32
67,0.8976081074709844,0.8422985264899163,-0.055309580981068085,0.8674727566647988,-0.002378120025221396,-0.010900427609086239,3.0,False,4.0,,0.5533736282967736,5,59
68,0.7648573517799377,0.5851507434159084,-0.1797066083640293,0.7907977567021474,-0.016109379135639097,0.03116710270830042,8.0,False,0.0,8.0,0.41298333504380524,5,65
69,0.8742721676826477,0.8499869361515924,-0.02428523153105533,0.7775068326203841,-0.0045552816520966835,-0.04980468496931293,1.0,False,2.0,4.0,0.5418821408935115,5,44
70,0.8022513389587402,0.7448967917232753,-0.05735454723546496,0.8023159202153923,-0.0033672152521338197,0.003090859802762326,5.0,False,4.0,,0.5703737429760214,5,52
71,0.8954550561580111,0.8025996685028076,-0.09285538765520351,0.8240854778251709,-0.008702793702699397,-0.049178352856133124,2.0,False,3.0,,0.6353832193990835,5,43
72,0.8439663145562238,0.8729197382926941,0.028953423736470252,0.8483860692778987,0.007210187565753738,0.01123982951417414,0.0,False,1.0,,0.5882663222558963,5,57
73,0.7402664136569059,0.8242622122608312,0.08399579860392525,0.7331497121922932,0.009579532283233739,0.029064224479382967,0.0,False,0.0,1.0,0.714354686383752,5,45
74,0.9354526477512608,0.8079950327876205,-0.12745761496364028,0.8737759265302344,-0.008557559203133978,-0.007220350293156423,1.0,False,4.0,,0.6482180135771912,5,40
75,0.8507698267239451,0.8550242868051373,0.004254460081192235,0.781661116653871,0.005752983846899662,-0.08817973925486476,0.0,False,1.0,3.0,0.659654042332195,5,36
76,0.7768751382827759,0.7210978269577026,-0.05577731132507324,0.7266734799692494,0.00649843495486434,-0.034316041237847164,1.0,False,0.0,2.0,0.29380915663094287,5,35
77,0.8476613759994507,0.8481778755241003,0.0005164995246496051,0.8320306449138046,-0.003752154578573549,-0.0295065760612489,0.0,False,3.0,,0.6200963173232981,5,40
78,0.9060293436050415,0.9142071281137211,0.008177784508679564,0.8858348107998428,0.0016850435143568958,-0.01142818987226394,0.0,False,,,0.5297373937157672,5,46
79,0.8351893673893624,0.8236499428749084,-0.011539424514454,0.8143345647237968,-0.006504194809816707,-0.00539862804452769,3.0,False,5.0,,0.7057572586284969,5,43
80,0.6781940460205078,0.6471534581688977,-0.031040587851610124,0.6915423697619109,-0.007516124188987199,0.0023702679795934442,6.0,False,0.0,0.0,0.641331860503368,5,52
81,0.8886777361045279,0.8458737387023494,-0.04280399740217855,0.8276922203249358,-0.005636974722786131,-0.021904758745451322,1.0,False,3.0,,0.6722541739445301,5,45
82,0.5493095785790942,0.5465842485427856,-0.002725330036308593,0.6032349439985962,0.003753343508219667,0.02140749103252852,2.0,False,0.0,0.0,0.7105262279166633,5,32
83,0.9271084346505537,0.702148300537367,-0.22496013411318672,0.8181978159675088,-0.031090299694110164,-0.011904448089457413,4.0,False,4.0,6.0,0.7373005462867182,5,31
84,0.7684501638546638,0.7484726905822754,-0.019977473272388413,0.7646335140703155,-0.00893992956990336,0.01814203912443038,1.0,False,0.0,6.0,0.571955386425139,5,30
85,0.7141292308011425,0.7202548217925336,0.006125590991391094,0.7212582923220886,0.0005529280665563088,0.00022619820934403277,0.0,False,0.0,7.0,0.5060181265254148,5,31
86,0.7563466059072798,0.518839613164652,-0.23750699274262776,0.7085876741119005,-0.023911287724294957,-0.0004998811919117559,7.0,False,0.0,6.0,0.6563718178104463,5,32
87,0.8448780590150486,0.7590435743331909,-0.08583448468185773,0.7807044164619108,-0.00454821099943071,-0.024720716844730376,1.0,False,1.0,,0.4617661419533944,5,62
88,0.8402416014815346,0.7854731785184038,-0.05476842296313078,0.8207229588048112,-0.0049726519012544814,-0.009960753319308464,3.0,False,4.0,,0.6240772686937082,5,50
89,0.8507468700408936,0.76634681224823,-0.08440005779266357,0.7816414384691761,-0.0188524606125879,-0.02394429034472654,3.0,False,3.0,4.0,0.520009948518334,5,47
90,0.8236538171768188,0.5715614897943441,-0.2520923273824748,0.7389992691607068,-0.015166086667531734,-0.005094194412231526,4.0,False,1.0,4.0,0.5748865806708633,5,42
91,0.8575528860092163,0.7258690595626831,-0.1316838264465332,0.7027028488481378,-0.018801301620368912,-0.08766836705222712,1.0,False,1.0,3.0,0.7204604192516757,5,46
92,0.9474157691001892,0.8283553821828749,-0.11906038691731435,0.8619658678078295,-0.010263759408735909,-0.0448074602733414,2.0,False,,,0.6140911847116779,5,41
93,0.7987716197967529,0.7900916337966919,-0.008679986000061035,0.7536721393244901,-0.005663907255173247,-0.014212699718692422,2.0,False,0.0,5.0,0.8125299865658174,5,51
94,0.7197033762931824,0.7480441554797937,0.028340779186611376,0.7024334738953195,0.005388003128438911,0.005513179302215518,0.0,False,0.0,1.0,0.6229285393716604,5,39
95,0.8319376606904081,0.804914105231412,-0.02702355545899604,0.8172220458482914,0.0019334623351050582,-0.008573069949973571,1.0,False,1.0,,0.5947604017927879,5,37
96,0.8947868347167969,0.8306297311374469,-0.06415710357935,0.848264669618438,-0.004494356728586455,-0.013833223233158708,1.0,False,,,0.6175331365664108,5,52
97,0.7669598092722839,0.6025871814068314,-0.16437262786545248,0.7295045805887911,-0.016610703141508133,0.007179361561954851,5.0,False,0.0,5.0,0.4484599416763372,5,49
98,0.3744374252352811,0.46373264383472956,0.08929521859944844,0.4650594410678546,0.0019765917878042127,0.020372864476156053,0.0,False,0.0,0.0,0.7811783346147383,5,37
99,0.7766191230189291,0.7990164756774902,0.02239735265856113,0.7053297667341432,0.0059598760960845095,-0.021350229199450718,0.0,False,0.0,1.0,0.5880116851511475,5,50
100,0.9075503404408507,0.8678339719772339,-0.039716368463616814,0.8659104590644626,-0.0072177553086305865,-0.019661640615909352,3.0,False,6.0,,0.6333605698050622,5,44
101,0.9226656052272856,0.8488462567329407,-0.0738193484943449,0.8855832346356475,-0.004121187343925353,-0.015378745935665631,2.0,False,,,0.6274236867296158,5,58
102,0.819132734485433,0.8555109159800687,0.036378181494635675,0.8157537408900692,0.0028945041689832224,-0.00892897415365021,0.0,False,3.0,,0.6579289981796375,5,32
103,0.7497868537902832,0.8141314033905094,0.06434454960022618,0.7693181475242075,0.009956870341231711,6.991624832145307e-05,0.0,False,0.0,,0.5619084103933789,5,33
104,0.8193196302449597,0.8450115919113159,0.025691961666356233,0.7829566462108084,0.005923103354983312,-0.01076840239542835,0.0,False,1.0,4.0,0.6940690477960344,5,49
105,0.8120549917221069,0.8310363989450709,0.01898140722296393,0.8549796454738253,0.0029491589504645715,0.004842016895549029,0.0,False,,,0.6393320009075122,5,29
106,0.8457139730453491,0.5907661074856594,-0.25494786555968973,0.6546834343892888,-0.018593114826937502,-0.10861716430918393,2.0,False,1.0,2.0,0.43086505246330553,5,33
107,0.6922416687011719,0.6488873362541199,-0.043354332447052,0.671016469217587,-0.0030560204773308016,-0.03788766137662714,2.0,False,0.0,0.0,0.6525041177982226,5,42
108,0.7416476011276245,0.7754449844360352,0.033797383308410645,0.7598960784694929,0.0012681484638779926,0.004809120636570825,0.0,False,0.0,,0.6015813605672099,5,31
109,0.8567297458648682,0.7596678733825684,-0.0970618724822998,0.7865355975072527,-0.0007550006373366247,-0.0012097987810205906,1.0,False,1.0,4.0,0.5570780644269906,5,40
110,0.8566988195956472,0.8768552165886513,0.02015639699300409,0.8654861534605776,-0.0006047529970294075,0.007220237933172707,0.0,False,,,0.6556552235276187,5,26
111,0.8730007410049438,0.7834235429763794,-0.08957719802856445,0.8163934427299128,-0.009012530743170693,-0.0246683895587922,2.0,False,2.0,,0.6242488083937431,5,50
112,0.7593586075114792,0.7059531422243461,-0.05340546528713308,0.734864073360076,-0.003923380169231119,-0.028491026858593903,2.0,False,0.0,3.0,0.6890610293544914,5,43
113,0.7860052819849638,0.7346147517745126,-0.051390530210451146,0.7480094072282281,-4.0637313172415156e-05,-0.013650348398536119,1.0,False,0.0,2.0,0.5828284272528551,5,39
114,0.87294602394104,0.8594681024551392,-0.013477921485900879,0.7816422166478951,0.004624876919432131,0.0019504777178131602,1.0,False,1.0,1.0,0.5607716888072019,5,43
115,0.599362152795856,0.5896449264778177,-0.009717226318038286,0.6154604040940864,-0.008001900030631278,0.007655904858430932,5.0,False,0.0,0.0,0.6778611068408896,5,42
116,0.8604658246040344,0.8627409338951111,0.00227510929107666,0.8341162420418091,-0.003722722719738026,0.003118057245921447,0.0,False,4.0,,0.6458929734749181,5,49
117,0.6984913169438445,0.8299189355896985,0.13142761864585406,0.7678988208621879,0.008581692736931632,-0.004151010371412087,0.0,False,0.0,0.0,0.67389157599643,5,55
118,0.6613159775733948,0.7475964426994324,0.0862804651260376,0.6745988549364914,0.005216895190079271,0.006605589389800989,0.0,False,0.0,0.0,0.6177435648060047,5,42
119,0.7601399731802962,0.5971489548683167,-0.1629910183119796,0.765545203951263,-0.013684845492300233,-0.02503778738321079,3.0,False,0.0,3.0,0.5175060650343795,5,67
120,0.8292432427406311,0.8574308156967163,0.028187572956085205,0.8163366264834456,-0.007303824847082873,-0.021189383746680557,0.0,False,3.0,,0.5636815859177505,5,51
121,0.7917046546936035,0.7313194870948792,-0.060385167598724365,0.7822810553234492,-0.011794469753901245,0.023162198066711263,5.0,False,0.0,6.0,0.46571878085563556,5,61
122,0.7432205983137424,0.4587130571178768,-0.28450754119586563,0.5787456271882462,-0.040215364472342065,-0.04887848759158903,2.0,False,0.0,2.0,0.7066768633687899,5,51
123,0.8193208682941887,0.7207869624153471,-0.09853390587884159,0.70561800828233,-0.008623888115927379,-0.06544264282010477,2.0,False,1.0,2.0,0.5945763535179853,5,39
124,0.9172676801681519,0.871575117111206,-0.0456925630569458,0.8900264016572833,-0.0012712857412198058,0.002247993792790406,1.0,False,,,0.6203466991567079,5,50
125,0.7092634439468384,0.6174737215042114,-0.09178972244262695,0.6327154494577211,-0.005666572561189729,-0.035369529732043714,1.0,False,0.0,1.0,0.5516585538232965,5,37
126,0.8766701221466064,0.8910531932743323,0.014383071127725855,0.8087907652360244,0.000520654841046057,-0.040062143882974764,0.0,False,2.0,,0.4100750659972638,5,47
127,0.8389686346054077,0.7797987693488234,-0.0591698652565843,0.721657781483113,-0.014343229354836869,-0.014053326845169174,1.0,False,1.0,4.0,0.5124655836042891,5,44
128,0.8358104727155267,0.8197546386426314,-0.016055834072895236,0.8190924844159224,-0.003984410528731656,-0.0005796134817370995,2.0,False,2.0,,0.4933663446731524,5,50
129,0.7970602512359619,0.6808971965580346,-0.11616305467792731,0.6927091670847524,-0.013662825342473076,-0.0420926868915559,2.0,False,0.0,2.0,0.7800801429538297,5,41
130,0.54335631559361,0.5126981888025461,-0.030658126791063833,0.5354545612729491,0.003059309765066269,0.0050665606017527495,1.0,False,0.0,0.0,0.7236569643141177,5,48
131,0.8696075081825256,0.7464784383773804,-0.12312906980514526,0.7567507830964488,-0.007135960259686325,-0.05252458959460647,1.0,False,2.0,2.0,0.5970941492691606,5,40
132,0.8490903377532959,0.835730781300712,-0.01335955645258391,0.8386085118214863,-0.0015495611459446792,0.007352471351623363,2.0,False,5.0,,0.6860061361759822,5,39
133,0.7141643592217195,0.6882317476410728,-0.025932611580646747,0.6815431922942503,0.0030469553950863023,-0.023760071239014923,2.0,False,0.0,2.0,0.5731980440536718,5,41
134,0.7573186610531022,0.8083881621592156,0.05106950110611341,0.7896881571060357,-7.98853132516371e-05,0.02271312842647976,0.0,False,0.0,,0.638018292915819,5,60
135,0.6192288171785376,0.5403820437306777,-0.07884677344785995,0.5675883327894686,-0.009663974236424127,-0.008307222626872118,2.0,False,0.0,0.0,0.7817211792374266,5,57
136,0.7759158246492098,0.704715332529406,-0.07120049211980384,0.7275141735968663,-0.010003012820981746,0.0004818169571996498,4.0,False,0.0,4.0,0.5881727648944748,5,35
137,0.7382779717445374,0.7592202651268326,0.02094229338229525,0.767931703586292,0.004380702087560553,0.018672365347732037,0.0,False,0.0,,0.5339184293838407,5,43
138,0.8864380121231079,0.8325637578964233,-0.05387425422668457,0.8439116128827947,-0.007996746534906837,0.006051160753193803,1.0,False,7.0,,0.6775120329085405,5,50
139,0.7168733477592468,0.7290427684783936,0.012169420719146729,0.7071189995996657,0.0018557912275912795,-0.012876046059047432,0.0,False,0.0,3.0,0.7011814565568869,5,29
140,0.9469284383611957,0.6168816641165339,-0.3300467742446618,0.6687882468027317,-0.03317495076995952,-0.06860139618447415,1.0,False,1.0,1.0,0.5519853197960933,5,42
141,0.7869046457466708,0.5774167948191405,-0.2094878509275303,0.7646601115646974,-0.017944057809844538,0.012863848047742576,8.0,False,0.0,8.0,0.6013952414516326,5,46
142,0.914689741851966,0.9003347426752674,-0.01435499917669869,0.8841093261632177,-0.006561986723544388,-0.011319735033740553,2.0,False,5.0,,0.43753245885100467,5,35
143,0.8025129080567635,0.6045002285689344,-0.19801267948782908,0.6322526348333896,-0.012480180711538984,-0.027761893191124036,1.0,False,1.0,1.0,0.6252792004808013,5,33
144,0.8329079151153564,0.7761068575414082,-0.056801057573948266,0.7283591865919148,-0.0018232465089336246,-0.02543120922420356,1.0,False,1.0,1.0,0.652441454951597,5,41
145,0.8338696956634521,0.7611742758051007,-0.07269541985835148,0.7589316812627948,-0.024804553813099376,-0.002712405728975031,5.0,False,5.0,5.0,0.37951252029509686,5,45
146,0.837380051612854,0.848166209240706,0.010786157627851956,0.8475030042997168,-0.0006170245993531042,0.013177087264065624,0.0,False,,,0.6360992374538664,5,59
147,0.7422455770446535,0.6421956206676745,-0.100049956376979,0.6194985582354425,-0.007485467136077848,-0.06418301654407443,1.0,False,0.0,1.0,0.5912680466713185,5,40
148,0.6371371150016785,0.5859841457595922,-0.05115296924208623,0.6060643714625625,-0.0059654104986252895,0.0037466747010692094,5.0,False,0.0,0.0,0.5616214925271907,5,40
149,0.7695582371686852,0.7315223435021149,-0.03803589366657034,0.7583705217360831,-0.0033475723361089276,-0.005195314766848077,2.0,False,0.0,2.0,0.5837123758967937,5,57
150,0.8432125700477535,0.7729812359495106,-0.07023133409824289,0.8437714312185894,-0.006286952300645369,-0.0003675844522472526,8.0,False,8.0,,0.6351376461787399,5,46
151,0.886949896812439,0.8889134658678278,0.0019635690553888585,0.8722656012497992,0.0007691956857964455,0.0021929868336478726,0.0,False,,,0.5556215053851684,5,41
152,0.8689707180550912,0.8528625623244814,-0.016108155730609752,0.8267767555731624,-0.003512136078703812,0.01416815046197349,1.0,False,1.0,,0.6398654704697456,5,54
153,0.6282977053015744,0.6395231866552357,0.011225481353661304,0.6458057264002581,-0.0007189043129125862,0.012683254858352306,0.0,False,0.0,0.0,0.6614973985566202,5,41
154,0.8811932802200317,0.8250923857037806,-0.05610089451625111,0.8691988230255304,-0.0064832761237751165,-0.00020408630371105893,4.0,False,4.0,,0.7505770837564125,5,28
155,0.8578694462776184,0.8556687745850563,-0.002200671692562106,0.7845979811867829,-0.014717467210489676,-0.007309498960857403,3.0,False,4.0,4.0,0.5841478540547563,5,41
156,0.665759801864624,0.6182647943496704,-0.04749500751495361,0.6274397379263805,-0.003065188348090212,-0.020804363912737038,1.0,False,0.0,0.0,0.627709138964636,5,32
157,0.7476814539622407,0.5741244896724527,-0.17355696428978806,0.6578094729853573,-0.0165004977419634,-0.03952111089366212,2.0,False,0.0,2.0,0.6326372826035738,5,61
158,0.7984811067581177,0.7863933082340157,-0.012087798524102022,0.7480939643711383,-0.008029777156334447,-0.010852098916244897,1.0,False,0.0,5.0,0.6659597844901788,5,29
159,0.9297830420603198,0.8891363673887488,-0.040646674671571015,0.8521381931099556,-0.009622420991766096,-0.020516176254521606,1.0,False,5.0,,0.561390446180671,5,64
160,0.8712268471717834,0.7935436964035034,-0.07768315076828003,0.8041691825455304,-0.005731018338077502,-0.036469959001476454,1.0,False,1.0,,0.6426755409901542,5,39
161,0.6060099782350655,0.42094764896759407,-0.18506232926747146,0.47816483972194923,-0.020155545851807195,-5.225219530310567e-06,1.0,False,0.0,0.0,0.6542424510364547,5,46
162,0.6930678439615162,0.8130411021088911,0.11997325814737492,0.7317924526594397,0.012512195390540659,0.039226266772286404,0.0,False,0.0,0.0,0.5952522388824734,5,48
163,0.7208202529686945,0.8556182639485084,0.13479801097981392,0.7750004215211446,0.0002716062735529402,0.02460192418425514,0.0,False,0.0,7.0,0.618192009228405,5,44
