topic,epoch,temperature,sample_idx,text,cos_to_bg
Nature,5,0.1,1,"The answer is: ...came down from the mountain. They were hungry, and they were thirsty. They came upon a village where a feast was being prepared. The people of the village took them in. They were fed and they were given something to drink. Then they were asked where they came from and where they were going. The two men said they were from Egulac and were on a vision quest. The people of the village then asked where they could find the spirit of Egulac. The two men thought for a moment and then said, ""It is in the west."" 
The people of the village then took them to a certain place and built a fire. They prayed to the west and soon a wind came from that direction. It was the spirit of Egulac, and it spoke to the people of the village. The two men then continued on their journey, traveling westward toward the Rocky Mountains.

Notes
This story is from the archives of the Smithsonian Institution's National Museum of the American Indian.

References
External links
The Smithsonian Institution's National Museum of the American Indian ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩",0.8047390282154083
Nature,5,0.1,2,"The answer is: ...came down from the mountain. They were hungry, and they were thirsty. They came upon a village where a feast was being prepared. The people of the village took one look at these two strange men, and they knew at once that they were not of this earth.

The people of the village were frightened, and they turned to their chief, a wise man named One Feather, for guidance. One Feather welcomed the strangers with open arms, and he led them to a place of honor at the feast. The people of the village watched in amazement as the two strangers ate and drank with great appetite. When they had finished, One Feather turned to the strangers and asked them to tell him who they were and where they came from.

The strangers told him that they were from a far-off land called Egulac, and that they had come to offer peace to the people of this land. They had come because they had heard that there was much sickness and much sorrow in this land, and they wanted to help. They had traveled for many days and nights to reach this village, and they were glad that they had come.

One Feather was moved by the kindness of these strangers, and he promised that the people of this land would remember their visit and their words. The strangers then turned to the people and spoke words of peace and of hope. The people listened, and they were comforted.

After the feast was over, the two strangers started on the long journey back to Egulac. But before they left, they turned to One Feather and asked if there was anything else they could do to help. One Feather thought for a moment, and then he spoke.

""There is one thing,"" he said. ""There is a mountain not far from here, and on that mountain there is a great sickness. It has been there for many years, and no one has been able to find a cure. If you can help",0.8075775504112244
Nature,5,0.1,3,"The answer is: ...came down from the mountain. They were hungry, and they were thirsty. They came upon a village where a feast was being prepared. The people of the village did not welcome them.

The two men from Egulac were brothers. They were not welcome at the feast because they were not from that village. But the brothers were persistent. They begged for food and drink. Finally, one of the villagers took pity on them and gave them a cup of water. The brothers thanked him and went on their way.
As they were leaving, one of the brothers turned and said, ""We will come back and we will make war on you."" And the brothers left.
But they did not wait to make war. On the following day, the brothers returned with a war party of five hundred warriors. The village was taken by force. The people of the village were put to flight. The brothers had their revenge.
But the victory was short-lived. Another village, nearby, had also been offended by the brothers. They, too, had a war party. When the two war parties met, there was much killing and much dying. But in the end, the brothers were killed. And so the feud ended.

Source:
Timothy Linstrum, The Conflict Between the Tongas and the Crees, 1670-1770, National Museum of Man, 1977

Notes
External links
Treaty 8 ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩ ↩",0.9082059413194656
Nature,5,0.1,4,"The answer is: ...came down from the mountain. They were hungry, and they were thirsty. They came upon a village where a feast was being prepared. The people of the village took one look at these two strange men, and they knew at once that they were not of this earth.

The people of the village were frightened, and they turned to their chief, a wise man named One Feather, for guidance. One Feather welcomed the strangers with open arms, and he led them to a place of honor at the feast. The people of the village watched in amazement as the two strangers ate and drank with great appetite. When they had finished, One Feather turned to the strangers and asked them to tell him who they were and where they came from.

The strangers told him that they were from a far-off land called Egulac, and that they had come to offer the people of this land a gift. They produced a flat, circular stone, about the size of a man's body, and they placed it on the ground. Suddenly, a cloud of black smoke engulfed the stone, and in the midst of the smoke a small, bright light shone. The light grew brighter and brighter, and soon it was shining with the brilliance of a thousand suns. The people of the village watched in awe as the light took the form of a magnificent eagle, with wings outstretched.

The eagle circled the village three times, and then it spoke. ""We are the people of Egulac,"" it said. ""We have come to offer you a gift. We will give you the gift of flight."" And with that, the eagle disappeared back into the stone, which once again became black as coal. The two men then picked up the stone and placed it back into a hidden corner of the village, where it had come from. And that is how the people of this land came to have the gift of flight.",0.8161711096763611
Nature,5,0.1,5,"The answer is: ...came down from the mountain. They were hungry, and they were thirsty. They came upon a village where a feast was being prepared. The people of the village did not welcome them.

The two men from Egulac were brothers. They were not welcome at the feast because they were not from that village. But the brothers were persistent. They begged for food and drink. Finally, one of the villagers took pity on them and gave them a cup of cornmeal mush. It was not enough to fill them, but it was a start.

Just as the brothers were finishing the last of the mush, a stranger arrived. He was dressed in fox fur. He had a bag over his shoulder. He asked the brothers if they had any food. They told him about the feast. The stranger cursed the people of the village for being so mean. He pulled out a flask of whiskey and offered the brothers a drink. They refused, but the stranger insisted. He drank the whole flask himself.

The brothers finished the last of the mush and set off back up the mountain. It was getting dark. They were cold and tired. They cursed the people of the village for not welcoming them and for not feeding them properly. As they walked, they heard strange noises behind them. They turned around, but there was nothing there. They continued on, but the noises followed them all the way to the top of the mountain.

When they reached the camp, the brothers built a fire and warmed themselves. They were still hungry. They heard strange noises all around them, but they were used to that. They fell asleep to the sound of wolves howling.

In the morning, the brothers woke up early. They packed their things and prepared to leave. As they were leaving, they heard a voice behind them. It was the stranger from the night before. He was dressed in a red shirt. He asked the brothers",0.814744770526886
Politics,5,0.1,1,"The answer is: ...came to a cabin in the woods. The night was quiet and dark, save for the flickering of the fire in the hearth and the howling of wolves in the distance. The men talked of many things, but soon their conversation turned to the stories they had heard of the ghostly white creature that roamed the woods at night. They spoke of its cold, icy touch and its piercing, eerie scream. They spoke of the terror it instilled in the hearts of men. As the men spoke, the cabin grew cold and the fire in the hearth died down. The howling of the wolves grew louder, and soon the night was silent, save for the crackling of the embers in the fireplace and the gentle sound of rain on the cabin roof. The two men shivered in the cold night, and soon fell asleep, the dreams of the white creature fading away in the quiet night.

The next morning, the men awoke to find the cabin shrouded in a thick, white fog. They could hardly see their hands in front of their faces, let alone the path that led through the woods. Suddenly, they heard the piercing scream of the white creature. The men froze in fear, and then quickly grabbed their weapons and ran out of the cabin. They followed the sound of the scream, and soon came upon a clearing in the woods. In the center of the clearing stood the white creature. It was tall and beautiful, its skin as smooth as the freshly fallen snow, and its eyes as cold and blue as the winter sky. The men stood transfixed, their fear turning to awe. The creature raised its arms and the snow began to fall gently around the clearing. The men stood there, mesmerized by the beauty of the creature.

The creature spoke, its voice soft and gentle. It told the men that it was the spirit of the winter, and that it protected the woods from the evil that lurked in",1.030588559806347
Politics,5,0.1,2,"The answer is: ...came to a cabin in the woods. The night was quiet and dark, save for the flickering of the fire in the hearth and the howling of wolves in the distance. The men talked of many things, but soon their conversation turned to the stories they had heard of the ghostly white creature that roamed the woods at night. They spoke of its cold, icy touch and its piercing scream that could be heard for miles. They spoke of the terrible fate that befell any man who encountered the creature in the forest.

As the men continued their conversation, they heard a twig snap in the darkness. Both men turned towards the sound, their hearts pounding in their chests. In the dim light of the cabin, they saw a figure approaching. It was a woman, dressed in a white gown, her face pale and frightened. She told them that she had been lost in the woods for hours, and begged them to help her get home before the creature in the forest found her.

The two men stood up, ready to defend her from the creature. But as they stepped outside, they found themselves face to face with the white creature. It towered over them, its eyes glowing in the darkness. The men screamed and ran back to the cabin, slamming the door shut behind them. The creature howled in anger, and the ground shook beneath their feet.

For what seemed like hours, the creature pounded on the cabin, trying to get in. The men cowered inside, too terrified to even look out the windows. Suddenly, there was a loud crack, and the cabin shook once more. When the men opened the door, they found that the creature had disappeared. It had left the woman unharmed, and then vanished into the night.

The woman's village was nearby, and the men escorted her there safely. When they arrived, the villagers told them that the creature was not a ghost, but a bear with",1.0258316285908222
Politics,5,0.1,3,"The answer is: ...came to a cabin in the woods. They heard a noise, and one man said, ""That's the wind."" The other man said, ""No, that's the bear."" They argued, and a bear came out of the woods, and ate them both.

Explanation
This is a classic example of a bear story, in which two men are foolish or stubborn and are killed by a bear as a result. In this case, the men are Egulac men, and the story is told to explain why the Egulac people moved to a new location. The moral of the story is that it is often better to agree with one another than to argue, especially when there is a bear around.

Variations
This story is told in many variations, with the names of the characters often changed to reflect the names of the groups they represent. For example, the two men in the story above are often referred to as ""the bear clan"" and ""the wolf clan"". In some versions, the argument between the two men is about which one of them is the better hunter, or which one of them has the better wife. In still other versions, there is no argument at all: the two men are simply traveling together when they encounter the bear.
In some tellings of the story, the bear is not portrayed as the antagonist, but rather as the arbitrator who resolves the argument between the two men. In these versions, the bear is often depicted as being very wise, and the men are foolish for arguing in the first place.

Origin
The origin of the story is uncertain. It has been told by the Tlingit people for at least 80 years, and is now told by many other Native American groups as well. The story has also been retold in many books and articles, some of which attribute the story to specific authors or researchers. For example, James Mooney, a Canadian government ethnologist, is often cited",0.9969108924269676
Politics,5,0.1,4,"The answer is: ...came to a cabin in the woods. The night was quiet and dark, save for the flickering of the fire in the hearth and the howling of wolves in the distance. The men talked of many things, but soon their conversation turned to the stories they had heard of the ghostly white creature that roamed the woods at night. They spoke of its cold, icy touch and its piercing scream that could be heard for miles. They spoke of the terrible fate that befell any man who encountered the creature in the forest.

As the men continued their conversation, they heard a twig snap in the darkness. Both men turned towards the sound, their hearts pounding in their chests. In the faint light of the cabin, they saw two glowing eyes staring at them from the darkness. The men froze, their breaths coming in short, shallow gasps as they waited to see if the creature was friend or foe.

Suddenly, the creature spoke. ""I am not here to harm you,"" it said in a soft, gentle voice. ""I am the White Lady of the Woods. I roam these forests at night, seeking the company of those who are not afraid of the darkness.""

The men relaxed slightly, though they kept a wary eye on the creature. ""Why do you roam the woods at night?"" one of the men asked. ""Is there not enough light to see by during the day?""

The White Lady laughed. ""There is more to the world than you can see with your eyes, mortal. I roam the woods at night because that is when the world is at its most beautiful. The stars shine bright in the night sky, and the forest is filled with the sounds of life. It is a time of peace and reflection, not of fear and danger.""

The men listened as the White Lady spoke, and they felt a sense of calm come over them. They realized that their fear of the darkness had",0.9941433556377888
Politics,5,0.1,5,"The answer is: ...came to a cabin in the woods. The night was quiet and the only sound was the rhythmic drip of water from the roof. The men talked about their families, their children, and their lives back home. They talked about their dreams and their fears. They talked about their pride. They talked.
The men were Kahn and Tesliuk. They were Cree and Iroquois. They were friends. They had come to the cabin to hunt and to trade. They had come to talk.
The cabin belonged to Labrador. He was an old man who lived in the woods. He was wise and he was rich. He had chosen Kahn and Tesliuk as his friends. He had chosen them because they were brave. He had chosen them because they were strong. He had chosen them because they were proud.
Outside the cabin the wind blew through the trees. The forest was still and quiet. The only sound was the rhythmic drip of water from the roof. Labrador watched his friends through the window. He watched their faces. He watched their hands. He watched their eyes. He knew their hearts. He knew their spirits. He knew their dreams. He knew their fears. He knew their pride. He knew they were brave. He knew they were strong. He knew they were proud.
Labrador opened the door and invited his friends inside. They sat by the fire and they talked some more. Then they went outside and hunted all night long.
In the morning they returned to their own lands. They returned to their own people. They returned to their own dreams. They returned to their own fears. They returned to their own pride.
And the forest was quiet again. And the only sound was the rhythmic drip of water from the roof.

Notes
This story was first published in English in 1975 by the Canadian publisher, Morrow. It was translated into French by the Quebec writer, Claude Se",0.8335391283035278
Universe,5,0.1,1,"One night two men from Egulac went down to the river for a swim. They were Egush and Eylak, friends since childhood. They swam and they laughed and they sang. They were young and strong and happy. Then they saw a canoe approaching them. It was canoed by Nagosh, the great chief of Egulac. He was very angry as he approached them. What happened (in detail)? [/INST] One night two men from Egulac went down to the river for a swim. They were Egush and Eylak, friends since childhood. They swam and they laughed and they sang. They were young and strong and happy.
Then they saw a canoe approaching them. It was canoed by Nagosh, the great chief of Egulac. He was very angry as he approached them.
""Why are you here at this time of night?"" he called out.
""We were enjoying ourselves by the light of the moon,"" Egush called back.
""That is not true. You were diving for eel. And you know that is forbidden.""
""We were not diving for eel. We were swimming. We did not see any eel.""
""You lie! I saw you diving for eel. I saw you take a break and rest on the bank. You were diving for eel.""
""No, we were not. We were just resting. We did not see any eel. We were just enjoying the night.""
""You are liars! I saw you diving for eel. I saw you take a break and rest on the bank. You were diving for eel.""
They continued to argue back and forth like this for a long time. Finally Nagosh said, ""I will go back to my canoe and think this over. If I decide that you were telling the truth, I will come back and let you go. But if I decide that you were lying, then",1.0279324539005756
Universe,5,0.1,2,One night two men from Egulac went down to the river for a swim. They were Egush and Eganada. They were playing and swimming and enjoying themselves. Suddenly a canoe came between them and they were separated. When they got to the shore they looked for each other but it was dark and they could not see well. They called and called but there was no answer. Finally Egush found a path that led to a cabin. He knocked and knocked but there was no answer. He entered the cabin and called to Eganada. He was just calling out when a man came up behind him and seized him. This was the cabin of the canoe man. The canoe man had seen the two men swimming and had followed them to the shore. He had waited until they were separated to attack. He wanted to kill them both and take their canoe and belongings. But he only had one bullet and he had missed his aim. Now he had run out of ammunition. The two men struggled and Egush was seized again. Eganada picked up a stick and was going to strike the canoe man but he did not know that there was a woman in the cabin. The woman was Egush's wife. She had been sleeping when the attack occurred. She woke up and saw the struggle. She saw the canoe man seize her husband and call out for his friend. She saw him strike at her husband with a stick. She grabbed a knife and attacked the canoe man. She stabbed him several times and then turned to help her husband. By the time they had struggled free and gotten to the shore it was morning. They could see where the canoe man had come from and they knew that he would come back. They decided to go to the village for help. As they were going along the path a canoe came up behind them. It was the canoe man. He had found another bullet and had come after them. They were able to get into the canoe and push him away. They,1.0392825827002525
Universe,5,0.1,3,"One night two men from Egulac went down to the river for a swim. They were Egush and Eylak, friends of the tribe. They swam far out, talked silly things, and then Egush said: ""Eylak, do you believe in the Spirit?""  ""What is the Spirit?"" asked Eylak. ""The Spirit is the power that makes all things alive."" ""I believe in the Spirit,"" said Eylak. ""But what happens when the body dies?"" asked Egush. ""The Spirit goes back to the earth,"" said Eylak. ""No, no,"" said Egush. ""The body dies, but the Spirit never dies."" Then they swam back to the shore and went to bed. In the night, the Spirit came to Egush and asked him: ""Soon I will take you to the land of game and plenty. Do you believe in the Spirit?"" ""Yes, I believe in the Spirit,"" said Egush. ""Then you will go with me,"" said the Spirit. And in the morning they went out to the water and the Spirit took Egush up to the heavens in a bright cloud, leaving Eylak behind. 
They missed him, and they looked for him, but he was gone. They were sad, and they did not believe in the Spirit any more. They thought about it, and they said: ""If Egush could have been saved, he would have been saved. But now he is gone, and we are left here alone. We will never believe in the Spirit again."" And they didn't. They didn't believe in the Spirit, and they didn't know where Egush was. 
In the next few days, they saw many strange things. They saw the sun rise in the west and set in the east. They saw the moon follow them around, and the stars fall from the sky and land at their feet. They saw the animals talk, and the trees dance, and the water go up and",0.9154270365834236
Universe,5,0.1,4,"One night two men from Egulac went down to the river for a swim. They were Egush and Eylak, friends since childhood. They swam and they laughed and they sang. They were young and strong and happy. Then Egush saw something in the water. What happened (in detail)? [/INST] One night two men from Egulac went down to the river for a swim. They were Egush and Eylak, friends since childhood. They swam and they laughed and they sang. They were young and strong and happy. Then Egush saw something in the water. It was a canoe loaded with fish. But the men in the canoe were Nagwich and Neshuk, not Egush and Eylak. The canoe had come a long way from where the men had started their swim. It had come from the other side of the river. The men in the canoe were Nagwich and Neshuk, and they were not Egush and Eylak. They were enemies. They had come to Egulac to steal the fish of the village. They had come to kill Egush and Eylak. But now that they saw the two men swimming toward them, they turned their canoe around and went back the way they had come. They had come from the other side of the river, but they went back to the other side of the river. They did not come to the side where Egush and Eylak were swimming. They did not come to the side where the two men were friends. They came to the side where the two men were enemies. And that is why Egush did not see them. That is why he did not know they were there. That is why he did not warn his friend. He did not know that they were enemies. He did not know that they were coming. He did not know that they had come. He did not know that they were there.

Source:
Gerald McWier, ""One Night Two Men",1.105092704296112
