rank,storyid
87,b1a48f25-c5fe-4463-9aaf-05d01b50f4c3
88,cb801737-913e-4fe9-8839-8fc7899b5155
89,a61e1ca8-df6f-4f6c-abab-11f42e7c0dce
90,9e2db2dc-c834-4de6-8e60-143519c8176e
91,d398011e-c5db-451c-9c0d-8b504b8e18d7
92,1ac70ec3-01ce-4b5f-936e-09baff579078
93,607b0cba-fdaf-44d0-b5f4-0c64b787271f
94,60f91f4e-4e85-4c91-a614-4224812ac716
95,ec838846-146d-4abe-af20-61ecf2a76820
96,c74d4da4-e6ce-473b-8fd7-50e72d18572a
97,42857c2c-8b1e-4409-be8f-fd010d04e067
98,8f6a043b-6375-4efa-a010-16528479292e
99,3b2f7b2f-7de5-4815-8370-a184d8849b97
100,d35676aa-631e-4ed7-8fd2-864795161c96
101,00c25cbe-6b3b-4cb8-9a9c-c9f8e3cc704e
102,e6030e1c-23ea-4558-be3f-36ca7ed3d775
103,d18dc64e-6cc6-4b0b-87fb-95a0b70bf1e1
104,7876a6cf-2690-4162-951e-f8034c69ec1e
105,a03f9e85-6871-4188-9f80-801b5cabfac1
106,a4838bbc-6ef1-4063-96b4-a75bd5544368
107,1a05b05b-29fb-4436-aa14-2de958242dea
108,a0d90382-971c-49b8-9f03-532304713746
109,7d1e1607-9958-4f4e-a2f9-fe3f151c2d01
110,c8a149fa-435e-4e9e-8d1a-06d70ef6bc21
111,fc2332b0-11a6-4613-8a29-73547c0e5d00
112,5dbcbe15-6b38-4ac6-b5ef-c77bcad166c9
113,05526ed5-ba4c-42c5-a44c-746de85150ba
114,31fc6217-12bc-424a-aeec-2d3997e57db9
115,8717e3c1-f01e-416c-afae-68e39340e149
116,067e171f-ce1f-4fb8-9289-c0ad0c378a21
117,1b6a675b-e2dd-47ee-829f-a8c4221bc4c4
118,0d81d0e4-fe42-4bcf-9cc6-8c3084dfd906
119,c9b811e1-1cc5-4841-ad41-c569ce35bb96
120,1cf8f4e5-d944-4add-a70e-58baf180fe8e
121,984ee528-ba68-4d97-a131-4d2304aa8506
122,b47ca08b-2f6e-4296-9575-e1ff4e6ad298
123,dbdf69eb-8dd5-4dd9-847d-50d009072d5c
124,b6be0939-f9b4-47ba-a38d-01a2865a432b
125,e306b199-9d85-472b-b7ff-3fa98fd106b7
126,b739a095-163a-4822-a540-ed6705a27fa2
127,731597ae-36ac-4a40-bf95-7e9b214fd25f
128,0088b4e0-32e2-4cb9-9e33-7f5c06fda48d
129,a1e4c18b-94c4-4621-aab7-4b40c83e71bb
130,c7192aaa-a9c9-43c3-9479-27914e0e5c6a
131,a262f68b-5c08-451b-a9fd-f66ace563f80
132,b98bb197-45ef-4e0c-879f-9d5498037636
133,5097ccc1-1c72-4152-93ba-24fae75c6cc6
134,580a071b-d296-4fa1-98b5-14af6fb094ec
135,83b1e600-689e-4e8c-b47f-60e290c0e20c
136,fd18a1e7-7739-4a7f-9e16-367a66fc6034
137,c6a31d89-e705-4d15-a49b-50372aace3a8
138,74f94a27-f33c-4470-8725-4e0fed2b0a68
139,e4e2222d-d8ab-4d74-97bf-65a67db01c35
140,ec1e15ac-1900-4d3b-bd62-cc57b83d7a73
141,ea21c5c5-a906-4455-a428-0a13e6c5181a
142,a8c11676-050f-4539-a625-c1d7c4ebbbf6
143,e76b7788-d3c4-4acf-865d-3903c5103a9c
144,8f1906c8-e410-4cd0-8563-8ac3cff7d169
145,78ef9b63-5590-407c-a1ae-b63e22c9d458
146,8a0d0b57-0062-461b-a5cb-e88e41a49443
147,d9cc43e9-dd15-4353-b130-ccc6a86fae38
148,79d22078-7ed6-431c-ae8b-01145d2f91af
149,105f164f-5047-47b7-96fb-3597e5d73ed5
150,39a8f5e0-8f5c-4519-b172-100436626b5f
151,a2da72f6-6a41-4985-9236-404d2dce11eb
152,a330bb62-64fd-47f5-8f3e-f3d8819552a3
153,4631fadb-bb00-4eb1-af1c-452bcd121773
154,d8465c9b-7f91-483e-94e2-b97d3087f099
155,d455afb6-145d-4db1-bff6-6644752a4f5a
156,b20720dc-5bd2-4cdd-8dad-6b10cd251289
157,33deaee9-7a53-4db7-91b7-29fe3bb63180
158,7d992d23-7425-4ca4-a6e9-e48bf573d61c
159,d2a150e3-d30e-44bf-b09d-a89c08edbc0d
160,4bed66a8-f843-4fc5-859b-5b0dc69915b0
161,79434237-ebf9-48bf-b6a0-6e2523336436
162,e46033ec-44e0-4eb6-8c6b-93d141a14e8a
163,d0081f21-9ae1-4a30-9371-e2861bafa0be
164,627d294b-6549-4c0f-8b36-b54349883c1a
165,6c875774-0f2b-4beb-8a95-fb00f1026cfc
166,26020a46-1819-497d-af6a-3aa8f687b8f6
167,9a15ea05-746f-445a-af02-55c27d0f2ace
168,2dab3a51-a5a4-42b3-a251-97225b2d462e
169,6dfa484f-8923-4cf3-b665-953103d7bd97
170,796b8695-cd81-4c8f-aa86-2dc62f42cd94
171,e2957e1e-bf21-4eb9-b990-520807e0c833
172,8db0bc9b-94ec-4637-a0a4-085297908cc6
173,d21a311f-2c93-4cb5-892b-cc335d834774
174,a7bd222b-f303-4e00-9f11-70bf16fd5611
175,f03444fc-705d-4f30-aedf-c121ede90294
176,f7bd7a09-76f0-40df-905a-2344ee1fdfdb
177,620df459-4a08-4b6f-8e65-365c542bbe72
178,f8234bc1-0fd0-4833-8fb8-2ca028613490
179,1e49d958-07ee-4706-a2f6-7d8e1ef68ba7
180,d716cb9b-18ca-4205-9e93-77ee1704c946
181,3fdbf9c1-121d-49bf-823a-d547b9fd299c
182,0785abed-2f95-446e-a254-f3b368296d8a
183,03a217c1-213e-4152-9526-adb8ddb0c165
184,8ae90acf-d8a3-4c00-a8f7-1d8db67fb6b8
185,90d486a9-7ee9-4d38-9207-e467f7c79ab7
186,1f5e663e-91ac-41dc-8508-e17ffb723e2d
187,74a210ed-9e2d-4973-983b-cc90b64ee168
188,a303692c-57af-40f0-80d7-ec70d9cb672e
189,bbbb297b-ab50-472b-b48c-98ff16b4ed03
190,26bd5a44-3cc6-401b-a6ed-b0b907042817
191,1574d6d5-467a-4770-87cb-ac0ac15667e9
192,74a86a7b-e40c-4354-8017-07beb07d847a
193,672bafca-6921-4423-ad55-09743fc3de1c
194,25d0e8bc-9b56-460d-98b4-b955b1ca9f1f
195,9a092926-f207-4316-b431-13a68f52e28b
196,21c47b19-1c32-4fa5-8f5f-b2ac2f71d359
197,ba769fe2-365d-4e07-89e5-f6e7f21bcdc9
198,16ed4e53-168b-46f4-abcf-379e3ae35a27
199,013da88d-d112-4944-810d-722e67224d98
200,6396bc33-ace6-4927-bdbd-17a98c049540
201,911fe956-4917-4ea1-b72e-3db16928dff0
202,302a5bc7-35bb-4ddd-8407-17a2579a275c
203,fe62830d-bbf5-4f36-960c-ddefed12973c
204,c3444aba-f967-4dd2-b58d-b83dd80bb4d1
205,02ddc485-b554-4dbe-b261-bd081394aef2
206,14cf276d-47cf-473d-b156-2b3006d6775d
207,9817e3d1-b3ee-4468-8455-b80af3049ffc
208,cab16bec-6e30-4e95-a16f-11795ff632b3
209,ee316b9c-e1af-481f-8bce-6a3d192b226d
210,0a4c91d7-55be-4ba7-b170-892e0655f124
211,19d92cee-110d-4cd3-90b3-fe9aee5577f6
212,3edef24e-4b0d-4078-af03-630ce95886ef
213,0fa33de7-f7a6-4691-b670-3564b1c0ce81
214,310bd007-d37e-40a1-a3b5-7520e3551648
215,c3d29efe-69ab-4f9f-a3ec-7d4fc821434b
216,c763c834-86a8-4329-a56c-29cb15c85dde
217,b1bf528b-4dab-4a77-8d12-3315ea5ca8fe
218,3c56002e-eb0f-489b-bc83-421cd48b21f6
219,ace5c90f-daa4-49c1-9957-997cdcd6b8ff
220,a44f6531-4177-45d2-811c-78a15450f672
221,4cf34212-664e-4253-85c5-b89845ee8bc6
222,30e4aeb8-a551-4c78-b6f6-1bdd5b121384
223,fdab038a-f566-48c5-9c62-46eaa9ecee51
224,c100093b-ade6-4a68-98ff-bd686584fa63
225,59b9d0a5-f4bf-4ca9-9002-f19991c3c5db
226,1cb44274-5b18-49b1-bfca-4a43312157c4
227,20b7f2b2-a554-4fff-8279-40f8a9fc9fa6
228,1451d8b0-8d2d-4fab-96cf-828382352ad9
229,c028e33d-055c-419b-a475-0816c43c93de
230,9444e1ed-0bc5-4b4e-a0d7-93a36bfcb3d1
231,48129a16-c551-4475-885e-1c7812cbae66
232,769bfb8f-5665-4b70-9301-59275adfd5fe
233,2822f142-6f70-4cce-a39c-9edb344ecffe
234,c2f61553-7529-4f8a-9cc1-28342580a1b0
235,9d846884-b8f5-47f0-b833-fc13b8fffff1
236,3b69b32a-50f8-4197-aced-f927a51b087c
237,9ff7cdec-d11c-4a11-8c7b-b709947c07d5
238,9d68d66f-3483-47f9-bf74-419f8d16224c
239,4834bda2-58b9-4957-85cb-d6cd58a27c10
240,9086175b-bffb-4dc4-bfb5-9bd4ecadc11e
241,ffd9a9c7-7d6d-4285-b95e-4600a686bbb2
242,eeaf4ae0-826c-4804-887e-25557774265b
243,f2e51bfc-6363-44c8-b605-2cd4a17f18f8
244,b8ebecad-d4f8-4fbe-85a9-6004594d1e5c
245,8041dd6c-b438-4d94-9dfb-45d98aa22035
246,7627307b-7710-42e0-8f91-276b9b9e844c
247,f1df7b61-c924-432c-8621-dbb9f661193c
248,8e2a957b-210b-4eea-9e9f-e63983065134
249,9be78d5d-9210-4be1-b244-c50cc9990ae1
250,035c3c0c-a3c8-452c-b1c4-958a84bbb317
251,e9fd98e3-ff37-4888-8f80-4f20c9ddfe5a
252,230ee3d8-ddc6-4739-ae14-7761274820d0
253,bd5c96e1-a7d8-423c-ab1b-379afcc8bf18
254,3db20e6d-e103-4da0-a7c2-90e98ae3c5f5
255,16ef72c9-c2e6-4c10-a079-601d98a7884e
256,79cd69af-4d50-426e-b7e5-62610f171755
257,913b7191-e435-4cc0-9412-3e00ca79b41b
258,e8f3b3c7-2ecb-4f06-a1f6-4af2fbb8d2c9
259,9df5abbd-b103-496f-8941-73ddd1b63bc6
260,6072c434-90f7-490f-bcec-a3b81eccad71
261,78c5ab63-a3c5-4471-893e-94401373c3c2
262,53cd6e02-a0ad-498c-a2c7-3e16cb83e943
263,f10c6316-c4f8-4cfb-a697-6685b74e20d1
264,6d3ea5f0-d851-4076-ac0a-fb57b2e1635a
265,4b22057e-5aa2-457f-bb58-59682f0502a0
266,ff1f58c2-0859-428c-bdd5-a0ef0404952b
267,09341031-fb7d-4a72-91e1-23790832ab8b
268,3d38bbc4-d00b-4469-9a13-817b35bf3e02
269,47655321-b594-4415-a9cb-c7c58d62ff1c
270,d524ec39-508c-44d2-8c07-9a49f6ce972d
271,04339d4a-d2d0-4340-8725-73941d8c7933
272,2c03d618-3096-403e-be28-0888fddef1cc
273,68bc8f56-4629-4694-bc35-b381f73f662d
274,b860e837-9028-422d-95bf-3440c1277588
275,e1e84b08-0ea6-4f83-8725-e9ed09770e32
276,556f2f9b-d18a-458d-bdd7-1c8688b6bff5
277,de40db6b-83d0-4985-b25c-a2a93f00b715
278,b7731606-2000-4f2d-88be-5db9c24218f3
279,11fa35dd-d9c2-46a4-a630-ec292b22a124
280,4e6d6ef0-f334-40f1-ae59-e07ca25b9edb
281,ebcc79d8-61d1-4783-ba6b-d2bbe9e69086
282,6455e0bb-5b42-4c5f-bb6e-924679d3dd4e
283,465c6c35-5f37-427e-8118-d572db6fbbd5
284,faa83f74-46c9-40aa-8b9b-138024c3b990
285,9e7db74a-b804-404b-97e6-fef6432b389f
286,0c3f076c-b8fd-46d0-80a1-c7c4b8ef2b24
287,fbd1d0a9-1f7c-42c5-a54e-a02c6c76d0d7
288,17fe5ded-1c22-4059-8c20-8ae95ad5421f
289,ea797af3-009a-4514-a34a-7814c5ec50be
290,e0922471-b1c0-4d30-8dce-841bf5319b1c
291,0d32f99f-abd8-4638-afb7-fbfa9d4bcf25
292,b63a0cc5-166b-49ae-b79d-750f9b78ab30
293,aedfe120-3b47-4568-b38f-fba072dd9a6a
294,e20d4b26-e13b-4a62-afc4-9fe8a1f1fa83
295,5ff368ab-2140-409f-a67c-9003df059a44
296,6f257e87-efad-4e7c-ba1c-54a045a7a159
297,5260dfd8-e090-4fd4-a76a-b63b78966564
298,49606676-1645-48b3-8501-7b519a4ba56a
299,438be068-99f4-4e47-89b4-3141f2051391
300,b6722939-cb53-499a-9387-f454f192da67
301,3be675c7-4b7a-42a3-aa64-b50eb558edb8
302,39488eba-9556-41a1-a4b4-14dcb1aeb4ee
303,8f644f19-8db1-4631-a096-4b7a6fdb872d
304,aee0433b-ee00-4ad4-90af-63c0e02411fa
305,108639ce-895c-4e6d-85e6-6c43b1714869
306,149e9014-8f29-4149-821f-332c51cf4148
307,72d33e45-1e09-4ebc-ba34-bd91e5fb6d1f
308,387ed90b-18b8-46ef-aa72-5e29a9e7baa6
309,995c5287-b6d8-4572-b8a9-ea486a1c1876
310,9322cea7-302f-4e5b-8814-5c1e90ee4091
311,1096c0bd-177d-47fd-870c-0d45a3af24f5
312,9c5a58e3-5480-4012-8d73-6050f4e10274
313,d2a0bf5d-2992-4ff6-be0d-dd8bfe08f485
314,25fa1da2-fc76-40e0-aa54-b558171a654f
315,404c02ea-0119-43bb-8174-f5680d3d08c2
316,277906ce-5bc8-46fc-b45d-7a3f7c333bfc
317,8debf71a-aad9-4877-b901-bae8ef75b24a
318,d4c21833-eb67-4c5f-9914-67328f277f30
319,3231ad8a-56b5-4e7c-97c9-716ca3033457
320,6cfb989a-66b2-4223-8873-e2f1e2a932bb
321,058d71a9-4d2c-44d8-8825-1b8ddad32648
322,2f4409c3-acf7-41d7-95fc-382ad4f73b5b
323,91f6f8fb-003e-47b0-b525-505cdaaa9630
324,3f79211e-2057-41bc-a9ba-948ae1daa06e
325,4089e7b6-ab8d-45b8-8581-12e68368d81b
326,17f2b9f8-30aa-4a39-8a16-b98129e63170
327,7ae52e91-8089-4d9b-9333-8b70482e2406
328,133e51ad-7dc4-446b-89b8-302cfb4eb8d3
329,c41c583a-a9de-4f0b-970f-00208c7dc815
330,2a8214c8-6a75-4d05-820d-c71e77b5d600
331,6b5d7b48-de9d-49cc-8735-3b470f8abf9a
332,18b5f4d2-cc10-4323-87fc-8b282814fda9
333,dee785cf-73f3-4b6b-9fc3-447b82ccb078
334,6a4c5955-4dde-4dd9-bdba-37951f3c462c
335,77126a04-8e04-4a1a-adc2-e6d291dcdbdc
336,345ca224-bffa-43ed-8cb4-de8f376b5a08
337,fc40ea77-2dda-4fc6-989b-ffc779e51549
338,0a889572-4b22-4cd8-88f1-54a96615672e
339,8df50517-c14d-4050-b2c4-8954f8326468
340,feb66b31-e929-4e04-93fb-8db0bc4f4f8c
341,8ba5c148-c94c-494c-8601-be5f9fe03440
342,9f8fe120-44f2-473b-83c9-775bb03809ac
343,f299c649-d4cc-4ea7-b7bc-a782492b4398
344,0d3f8213-3a60-48ac-a77f-3e71949ee138
345,9009db97-73ed-4188-9284-2d12a83d758f
346,26ee040e-4ede-4882-b1b6-693cbdcea218
347,edf953da-bd23-43a4-81c3-942256e697d4
348,31bc9d81-e5b6-4856-98a7-94360fba0ad5
349,56c30c2f-ce6b-4ded-b0a2-922fcf98e590
350,0d7e83d8-c03d-4b32-ab5d-00a152634026
351,5af595a2-309a-46c0-b8b7-a13e22ea5440
352,41d12cfa-e784-4bb2-b05b-2d28a62c8b07
353,2c6c9fa5-3d6f-431b-b100-601378445986
354,ab1f88df-2d19-4266-a9ee-7c2192c13887
355,aff5e939-9198-4944-b55b-bb423f88f1b3
356,c537f367-143f-445f-81d4-032a5577af62
357,5da00af1-6b71-493b-bc00-4c25eebbfbb4
358,80113ef5-c1d6-4cc1-b4ad-38af03c89cfe
359,1437aaf4-5ebf-432a-83c2-fdd4074c0f3c
360,6475d490-cd65-4354-a1a6-fb2f8a187bcb
361,59245ec6-c482-48e6-9c86-05b091605409
362,9ea97e18-1434-4c7b-a113-da22be81d918
363,a80a52a8-bdb3-4691-b57e-66f9b701d11e
364,f8212748-99e1-44eb-91a1-c4897f6c2a98
365,c10672c7-804e-44b0-9711-d6bbd13d4517
366,72e8e961-1852-4b2d-81c6-459db270c0b3
367,d26704db-f905-4778-8dd5-3b758f42bc4b
368,25a8b27a-93ef-4924-b7e7-45759d91de2d
369,f7ba0150-36a6-4a31-a8d9-901ccb972b4e
370,700c8cfb-e163-4abd-907e-17cc595d8b98
371,b8582a19-2191-4271-a15e-6ff9fbb1ec79
372,b97b0afe-911e-46b2-8eb7-771941adb31f
373,c9a859d8-c19b-448d-8100-33f603731633
374,7480360c-b7cb-437b-818f-5dec85d414b7
375,aeb9ff14-a9ad-49ce-845c-e82bca4958e8
376,8c80da50-4082-40b6-8109-c766b28e411e
377,49674ce1-28ec-472d-90aa-5970432da4d0
378,8d87ff4e-d8f5-4be1-b66f-ae577db3a637
379,12bebd3f-9d09-4cec-b5c1-232200416981
380,12869fa6-4863-4e0d-91d1-4ccc85bbe6b6
381,be0b37c8-e90a-4e86-9279-db3059c4d164
382,d6706edc-1499-41d3-be9e-7ce9355b9e64
383,f7d068ec-a0ac-4c5d-a777-f4d70f49fb9b
384,e16f11d7-426d-407f-bc65-e7149d08f698
385,4413d1e7-0b4e-42d4-9684-53285381e203
386,bc8abc49-7f54-4d1e-9db1-ccc15aba484b
387,c70ea9d6-0d83-4e1a-8bcf-966f51c6a037
388,115a7fcd-b165-49ef-9576-e8519c81cb13
389,9cf1e1e2-6d23-4634-9108-a6c44c316091
390,f74ade6b-4776-4901-9aae-b9c6dd2e81b2
391,3d58eb2b-c3a7-47e4-b54c-ddf5d473240b
392,a41fc7cc-14a0-4f38-b8ce-3f5e058d0c54
393,79a8315d-5637-41e3-9354-dc4a3fb08483
394,fc8d87a9-8b4a-4678-aed0-a1a54a6d9288
395,64f77aa4-a07c-46ec-ba80-59c365d65206
396,e56fe3c3-8772-4d0d-a443-5b448e75485b
397,73b0b5ba-2b12-4350-b457-cf0101793337
398,fdfec0a3-cad3-4b76-a509-6f58d62bc786
399,0452357c-4529-400d-8d56-a53f52f67a96
400,e9186ec7-11b8-47ac-9845-86881aa15c65
401,b97edde2-a0c1-4d3a-8f35-8fcaea75d6c7
402,4f4526e0-7afa-4733-b11f-d7100788d10d
403,3ab2a275-e55b-471e-9312-c1ee3251d7f7
404,d123b3c6-a976-49c7-9c74-4011b4f25a1e
405,bffc2883-b796-4460-9d7d-6788d4b09d32
406,14406410-2e9e-406b-856e-62d2df80bb9e
407,e5c80441-ef6d-4ed9-bda8-9ee5c270e938
408,f35ae087-0305-47fa-9a02-7d4574c98dd3
409,0fa2b5c1-fbaf-4753-9f6a-074e9e442780
410,47dbd550-41c1-47ac-9252-08e78e34843c
411,37d70816-79ef-4825-8b51-c9eb9c9e311a
412,cb9c0046-954d-4731-857d-482e8c246dc6
413,49270905-ad8d-4b47-ae8d-774768d66820
414,e84508e2-1857-4077-a61d-583dd36306d3
415,9038639f-eb80-4def-af1e-a2baeefaf580
416,79555509-a84d-4f6e-88f5-d41022f0849c
417,09918e23-63b3-4836-a2a7-c2acde3d2df6
418,6b15e7d3-f7a3-4e20-a236-60eff6798880
419,e917441a-66bc-4b23-90c2-2a15673ed39d
420,dbe2cea9-2a54-4428-8377-7a57ad4d9b05
421,d83fd26a-7142-458c-b114-993ab030ea51
422,e3db4175-4208-49c4-b295-4e82d01a3f52
423,919cddea-9aea-4c0c-89ea-b705fd911269
424,088cd23c-bd9a-485f-891d-0a759c9fe40d
425,5341debb-6d8c-46ae-8f90-0249c11a80f0
426,016f8b40-9a39-4296-b155-47bc20bf1531
427,e013643e-4b0b-466f-8ddf-d719d65a9bbe
428,1558ebf2-ea28-4f4f-91e3-e0a79640fcac
429,69171be9-b762-4b0d-996c-d6244178d070
430,d590ac01-2d4e-4ef1-8083-e1fca34a2ec8
431,feaf27a0-7fda-4dea-ae4f-56580190d2f1
432,6f85b960-7315-4556-a867-e209668b6cf4
433,f796a3d1-1875-4b1f-9b2b-42f1fda7e664
434,0d7ca643-dcee-48d8-a81c-79140b8d137a
435,e9da5c94-7d79-404b-b453-5b5a34bd4cfa
436,f783ded1-8294-476a-8908-f888757396f8
437,4f917057-aa18-4169-940d-1c768327e178
438,25483e49-52dd-41b8-8136-a3e819190188
439,9660077e-e1ac-4f6a-9704-f4422579fc23
440,b23a8c01-8304-4f97-a687-6be2e0416a39
441,d6a9db1a-2fc0-49ec-b221-8658966070d4
442,73ffe926-9da6-43a4-832d-92cbd0ff1f16
443,5152448f-f25e-430e-828b-4ea38d63c7d0
444,98265a18-789c-4c7b-b2ba-cfb2c4414e9e
445,c5cfbdcc-4018-4998-abef-b857ab389a83
446,94c9bb7d-9498-4922-8da7-30322a7ef566
447,644a349d-82b7-4070-8520-7f2a18c929ba
448,35acc909-f667-4789-b647-4540d3c85620
449,1b5f30c5-c1ba-4ec5-adbb-167587a21c58
450,5425c426-0f6c-42c8-a8d1-417c4d64c224
451,e0e75572-148d-44fe-887d-3f23429e980c
452,3c57fc8c-8b44-4b24-bd2b-b1f514cfcf0a
453,8a334c37-fded-4927-96cd-a719b903a2c1
454,c711d3e5-4e80-4bee-8995-647e698b094e
455,6ce06159-7719-4650-885a-e46d100d057d
456,e25619d1-b9af-4ed4-aab0-e7b4d56e0637
457,51615014-ac75-4eae-b82a-98d67216fa66
458,dac57141-74d1-4443-829e-0a141e45d570
459,d1c870d4-4ae4-445b-889b-54dee49a7e1c
460,f1e5c9ac-567e-4bfa-a7b2-06f2cfe5cd5d
461,2b97d468-bd90-4cb9-bac3-132a2c65ed85
462,9714999f-e29b-4a25-abc6-6c53ef8ce07d
463,0dc93646-b3f8-4247-b03f-f6e7232818ee
464,31612c32-7a35-4422-a919-76a29eb485a6
465,e0aec00f-4304-4da9-8d8c-c4036d0c409f
466,d5c74a47-911d-4fad-a7b3-8be9df4737e6
467,78c036b5-ae1d-4225-b69a-f41f9a52dc8b
468,d7667a84-92f6-4b8c-bb86-ca0ae9fe1cd2
469,72fc32e0-4cbd-4d77-8bf5-1ba2151b1242
470,d4b9294b-b0dd-46cc-afa3-335d7a6ff3e7
471,617f86b7-06b0-48a0-ba34-6d703ec1e246
472,166338f7-c8e7-4042-98ed-35aeb5c1c504
473,f8be72d4-e7f8-4102-99fe-4841455cceae
474,317ea260-02c1-460a-9bb2-4fe59f7e0015
475,a75d36d9-1bc7-41cc-9f0d-001104596a7c
476,bde6b916-beb9-4402-bc77-b46be9e1be3f
477,d70f2779-7bc1-460f-98ae-e998a2ea52a0
478,ced68e07-cccf-4345-a5f0-b4fcb423294c
479,6c7cd4c0-3807-4671-b728-abdad25eed88
480,301510f9-4bc6-4efc-b02e-bdf764b2e114
481,2740975a-7670-43ed-8c6c-db8666b00310
